manufacturer,caliber_inches,weight_gr,bullet_name
Speer,0.257,120,Spitzer BTSP
Speer,0.257,120,Spitzer Soft Point
Speer,0.264,90,TNT&trade; HP
Speer,0.264,120,Gold Dot&trade; Rifle Component
Speer,0.264,120,Spitzer Soft Point
Speer,0.264,140,DeepCurl&trade; SP
Speer,0.264,140,Gold Dot&trade; Rifle Component
Speer,0.264,140,Grand Slam&trade; SP
Speer,0.264,140,Spitzer Soft Point
Speer,0.264,140,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.277,90,Gold Dot&trade; Rifle Component
Speer,0.277,90,MHP
Speer,0.277,90,TNT&trade; HP
Speer,0.277,100,Hollow Point
Speer,0.277,115,Gold Dot&trade; Rifle Component
Speer,0.277,130,Grand Slam&trade; SP
Speer,0.277,130,Spitzer BTSP
Speer,0.277,130,Spitzer Soft Point
Speer,0.277,140,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.277,150,DeepCurl&trade; SP
Speer,0.277,150,Grand Slam&trade; SP
Speer,0.277,150,Spitzer BTSP
Speer,0.277,150,Spitzer Soft Point
Speer,0.284,110,MHP
Speer,0.284,110,TNT&trade; HP
Speer,0.284,115,Hollow Point
Speer,0.284,130,Flat Nose SP/cann [for 7x30 Waters]
Speer,0.284,130,Spitzer BTSP
Speer,0.284,130,Spitzer Soft Point
Speer,0.284,140,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.284,145,BTHP Match
Speer,0.284,145,Grand Slam&trade; SP
Speer,0.284,145,Spitzer BTSP
Speer,0.284,145,Spitzer Soft Point
Speer,0.284,160,DeepCurl&trade; SP
Speer,0.284,160,Grand Slam&trade; SP
Speer,0.284,160,Mag-Tip SP
Speer,0.284,160,Spitzer BTSP
Speer,0.284,160,Spitzer Soft Point
Speer,0.284,160,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.284,175,DeepCurl&trade; SP
Speer,0.284,175,Grand Slam&trade; SP
Speer,0.284,175,Mag-Tip SP
Speer,0.284,175,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.308,100,Round Nose SP Plinker
Speer,0.308,110,DeepCurl&trade; RN
Speer,0.308,110,Hollow Point
Speer,0.308,110,Round Nose SP 30 Carbine
Speer,0.308,110,Round Nose TMJ 30 Carbine
Speer,0.308,110,Spire SP
Speer,0.308,125,TNT&trade; HP
Speer,0.308,130,Flat Nose SP/cann 30-30 Win
Speer,0.308,130,Hollow Point
Speer,0.308,150,DeepCurl&trade; FN
Speer,0.308,150,Flat Nose SP/cann 30-30 Win
Speer,0.308,150,Full Metal Jacket Boattail
Speer,0.308,150,Gold Dot&trade; Rifle Component
Speer,0.308,150,Grand Slam&trade; SP
Speer,0.308,150,Mag-Tip SP
Speer,0.308,150,Round Nose SP
Speer,0.308,150,Spitzer BTSP
Speer,0.308,150,Spitzer Soft Point
Speer,0.308,150,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.308,165,DeepCurl&trade; SP
Speer,0.308,165,Grand Slam&trade; SP
Speer,0.308,165,Spitzer BTSP
Speer,0.308,165,Spitzer Soft Point
Speer,0.308,165,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.308,168,BTHP Match
Speer,0.308,168,BTHP Match MHP
Speer,0.308,168,Gold Dot&trade; Rifle Component
Speer,0.308,168,Target Match
Speer,0.308,170,DeepCurl&trade; FN
Speer,0.308,170,Flat Nose SP/cann 30-30 Win
Speer,0.308,180,DeepCurl&trade; SP
Speer,0.308,180,Grand Slam&trade; SP
Speer,0.308,180,Mag-Tip SP
Speer,0.308,180,Round Nose SP
Speer,0.308,180,Spitzer BTSP
Speer,0.308,180,Spitzer Soft Point
Speer,0.308,180,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.308,200,Grand Slam&trade; SP
Speer,0.308,200,Spitzer Soft Point
Speer,0.308,200,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.310,123,Gold Dot&trade; Rifle Component
Speer,0.310,123,Spitzer SP/cann [for 7.63x]
Speer,0.310,150,Spitzer Soft Point
Speer,0.311,150,Spitzer Soft Point
Speer,0.311,180,Round Nose SP
Speer,0.312,100,32-20 Win HP/cann
Speer,0.321,170,32 Special Flat Nose SP/cann
Speer,0.323,150,Spitzer Soft Point
Speer,0.323,170,Semi-Spitzer SP
Speer,0.323,200,Spitzer Soft Point
Speer,0.338,200,Spitzer Soft Point
Speer,0.338,225,Grand Slam&trade; SP
Speer,0.338,225,Spitzer BTSP
Speer,0.338,225,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.338,250,Grand Slam&trade; SP
Speer,0.358,158,Idaho Territory FN Lead
Speer,0.358,180,Flat Nose SP/cann
Speer,0.358,220,Flat Nose SP/cann
Speer,0.358,225,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.358,250,Grand Slam&trade; SP
Speer,0.358,250,Spitzer Soft Point
Speer,0.366,270,Semi-Spitzer SP
Speer,0.375,235,Semi-Spitzer SP
Speer,0.375,270,Spitzer BTSP
Speer,0.375,285,Grand Slam&trade; SP
Speer,0.375,300,African Grand Slam&trade; SP
Speer,0.375,300,African Grand Slam&trade; Solid
Speer,0.375,300,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.416,350,Mag-Tip SP
Speer,0.416,400,African Grand Slam&trade; SP
Speer,0.416,400,African Grand Slam&trade; Solid
Speer,0.416,400,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.429,240,Gold Dot&trade; HP
Speer,0.429,240,Gold Dot&trade; SP
Speer,0.429,270,Gold Dot&trade; SP
Speer,0.429,300,Flat Nose SP
Speer,0.429,300,Jacketed Soft Point
Speer,0.430,200,Idaho Territory FN Lead
Speer,0.454,230,Idaho Territory FN Lead
Speer,0.458,300,Flat Nose HP [45-70; 450 Marlin]
Speer,0.458,350,Flat Nose SP [458 Win Mag]
Speer,0.458,400,Flat Nose SP [45-70; 450 Marlin]
Speer,0.458,500,African Grand Slam&trade; SP
Speer,0.458,500,African Grand Slam&trade; Solid
Speer,0.458,500,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.459,405,Idaho Territory FN Lead
Swift,0.224,75,Scirocco&trade; Boat Tail Spitzer
Swift,0.243,90,Scirocco&trade; Boat Tail Spitzer
Swift,0.257,100,A-Frame&trade; Semi-Spitzer
Swift,0.257,100,Scirocco&trade; Boat Tail Spitzer
Swift,0.257,100,Scirocco&trade; Boat Tail Spitzer (Litz)
Swift,0.257,120,A-Frame&trade; Semi-Spitzer
Swift,0.264,120,A-Frame&trade; Semi-Spitzer
Swift,0.264,130,Scirocco&trade; Boat Tail Spitzer
Swift,0.264,140,A-Frame&trade; Semi-Spitzer
Swift,0.270,130,A-Frame&trade; Semi-Spitzer
Swift,0.270,130,Scirocco&trade; Boat Tail Spitzer
Swift,0.270,140,A-Frame&trade; Semi-Spitzer
Swift,0.270,150,A-Frame&trade; Semi-Spitzer
Swift,0.284,140,A-Frame&trade; Semi-Spitzer
Swift,0.284,150,Scirocco&trade; Boat Tail Spitzer
Swift,0.284,160,A-Frame&trade; Semi-Spitzer
Swift,0.284,175,A-Frame&trade; Semi-Spitzer
Swift,0.308,150,Scirocco&trade; Boat Tail Spitzer
Swift,0.308,165,A-Frame&trade; Semi-Spitzer
Swift,0.308,165,Scirocco&trade; Boat Tail Spitzer
Swift,0.308,180,A-Frame&trade; Semi-Spitzer
Swift,0.308,180,Scirocco&trade; Boat Tail Spitzer
Swift,0.308,200,A-Frame&trade; Semi-Spitzer
Swift,0.323,200,A-Frame&trade; Semi-Spitzer
Swift,0.323,220,A-Frame&trade; Semi-Spitzer
Swift,0.338,210,Scirocco&trade; Boat Tail Spitzer
Swift,0.338,225,A-Frame&trade; Semi-Spitzer
Swift,0.338,250,A-Frame&trade; Semi-Spitzer
Swift,0.338,275,A-Frame&trade; Semi-Spitzer
Swift,0.358,225,A-Frame&trade; Semi-Spitzer
Swift,0.358,250,A-Frame&trade; Semi-Spitzer
Swift,0.358,280,A-Frame&trade; Semi-Spitzer
Swift,0.366,250,A-Frame&trade; Semi-Spitzer
Swift,0.366,300,A-Frame&trade; Semi-Spitzer
Swift,0.375,250,A-Frame&trade; Semi-Spitzer
Swift,0.375,270,A-Frame&trade; Semi-Spitzer
Swift,0.375,300,A-Frame&trade; Semi-Spitzer
Swift,0.416,350,A-Frame&trade; Semi-Spitzer
Swift,0.416,400,A-Frame&trade; Semi-Spitzer
Swift,0.423,400,A-Frame&trade; Semi-Spitzer
Swift,0.430,240,A-Frame&trade; Hollow Point [Muzzle Loader]
Swift,0.430,240,A-Frame&trade; Hollow Point [Revolver]
Swift,0.430,280,A-Frame&trade; Hollow Point [Revolver]
Swift,0.430,300,A-Frame&trade; Hollow Point [Muzzle Loader]
Swift,0.430,300,A-Frame&trade; Hollow Point [Revolver]
Swift,0.452,265,A-Frame&trade; Hollow Point [Muzzle Loader]
Swift,0.452,265,A-Frame&trade; Hollow Point [Revolver]
Swift,0.452,300,A-Frame&trade; Hollow Point [Revolver]
Swift,0.452,325,A-Frame&trade; Hollow Point [Muzzle Loader]
Swift,0.452,325,A-Frame&trade; Hollow Point [Revolver]
Swift,0.458,350,A-Frame&trade; Flat Nose
Swift,0.458,400,A-Frame&trade; Flat Nose
Swift,0.458,450,A-Frame&trade; Semi-Spitzer
Swift,0.458,500,A-Frame&trade; Semi-Spitzer
Swift,0.475,500,A-Frame&trade; Round Nose
US Military,0.224,62,M855
US Military,0.510,619,M20 APIT
US Military,0.510,647,M33 Ball
US Military,0.510,649,M8 API
US Military,0.510,700,M2 Ball
US Military,0.510,817,M48A1 Spotter Tracer
Vapor Trail Bullets,0.243,103,Boattail Hollow Point
Vapor Trail Bullets,0.243,103,V-Tac Boattail Hollow Point
Vapor Trail Bullets,0.264,139,Boattail Hollow Point
Vapor Trail Bullets,0.308,204,Boattail Hollow Point
Vapor Trail Bullets,0.308,207,Boattail Hollow Point
Warner Tool Company,0.243,88,Flatline (G1)
Warner Tool Company,0.243,88,Flatline (G7)
Warner Tool Company,0.264,121,Flatline (G1)
Warner Tool Company,0.264,121,Flatline (G7)
Warner Tool Company,0.284,151,Flatline (G1)
Warner Tool Company,0.284,151,Flatline (G7)
Warner Tool Company,0.308,155.5,Flatline (G1)
Warner Tool Company,0.308,155.5,Flatline (G7)
Warner Tool Company,0.308,160,Flatline (G1)
Warner Tool Company,0.308,160,Flatline (G7)
Warner Tool Company,0.308,180,Flatline - FTR (G1)
Warner Tool Company,0.308,180,Flatline - FTR (G7)
Warner Tool Company,0.308,198,Flatline (G1)
Warner Tool Company,0.308,198,Flatline (G7)
Warner Tool Company,0.338,256,Flatline (G1)
Warner Tool Company,0.338,256,Flatline (G7)
Warner Tool Company,0.375,361,Flatline (G1)
Warner Tool Company,0.375,361,Flatline (G7)
Warner Tool Company,0.375,400,Flatline (G1)
Warner Tool Company,0.375,400,Flatline (G7)
Winchester,0.204,34,Super-X&trade; Hollow Point
Winchester,0.223,29,Short Standard Velocity Solid
Winchester,0.223,34,WMR Jacketed Hollow Point
Winchester,0.223,36,Long Rifle Hollow Point
Winchester,0.223,37,Long Rifle Hollow Point
Winchester,0.223,40,Long Rifle Lead Hollow Point
Winchester,0.223,40,Long Rifle Power-Point Hollow Point
Winchester,0.223,40,Long Rifle Solid
Winchester,0.223,40,Long Rifle Wildcat Solid
Winchester,0.223,40,WMR Full Metal Jacket Solid
Winchester,0.223,40,WMR Jacketed Hollow Point
Winchester,0.224,45,Super-X&trade; Soft Point
Winchester,0.224,45,USA Jacketed Hollow Point
Winchester,0.224,46,Super-X&trade; Hollow Point
Winchester,0.224,50,Super-X&trade; Pointed Soft Point
Winchester,0.224,50,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.224,55,Super-X&trade; Pointed Soft Point
Winchester,0.224,55,Super-X&trade; Super Clean NT&trade; Tin
Winchester,0.224,55,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.224,55,USA Full Metal Jacket
Winchester,0.224,62,USA Full Metal Jacket
Winchester,0.243,55,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.243,95,Supreme Elite&trade; XP3&trade;
Winchester,0.243,95,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.243,100,Super-X&trade; Power-Point&trade;
Winchester,0.251,45,Super-X&trade; Jacketed Hollow Point
Winchester,0.251,50,USA Full Metal Jacket
Winchester,0.257,85,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.257,90,Super-X&trade; Positive Expanding Point
Winchester,0.257,110,Supreme&trade; AccuBond&trade; CT&trade;
Winchester,0.257,115,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.257,117,Super-X&trade; Power-Point&trade;
Winchester,0.257,120,Super-X&trade; Positive Expanding Point
Winchester,0.258,86,Super-X&trade; Soft Point
Winchester,0.258,100,Super-X&trade; Silvertip&trade;
Winchester,0.258,117,Super-X&trade; Soft Point
Winchester,0.264,140,Super-X&trade; Power-Point&trade;
Winchester,0.264,140,Super-X&trade; Soft Point
Winchester,0.270,130,Super-X&trade; Power-Point&trade;
Winchester,0.270,150,Super-X&trade; Power-Point&trade;
Winchester,0.277,130,Super-X&trade; Silvertip&trade;
Winchester,0.277,130,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.277,130,Supreme&trade; E-Tip
Winchester,0.277,140,Supreme&trade; AccuBond&trade; CT&trade;
Winchester,0.277,150,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.284,140,Super-X&trade; Power-Point&trade;
Winchester,0.284,140,Supreme&trade; AccuBond&trade; CT&trade;
Winchester,0.284,140,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.284,145,Super-X&trade; Power-Point&trade;
Winchester,0.284,150,Super-X&trade; Power-Point&trade;
Winchester,0.284,150,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.284,160,Supreme&trade; AccuBond&trade; CT&trade;
Winchester,0.284,175,Super-X&trade; Power-Point&trade;
Winchester,0.308,110,Super-X&trade; Hollow Soft Point
Winchester,0.308,110,USA Full Metal Jacket
Winchester,0.308,123,Super-X&trade; Soft Point
Winchester,0.308,123,USA Full Metal Jacket
Winchester,0.308,125,Super-X&trade; Pointed Soft Point
Winchester,0.308,147,USA Full Metal Jacket
Winchester,0.308,150,Super-X&trade; Hollow Point
Winchester,0.308,150,Super-X&trade; Power-Point&trade;
Winchester,0.308,150,Super-X&trade; Silvertip&trade;
Winchester,0.308,150,Super-X&trade; Silvertip&trade; (.30-30)
Winchester,0.308,150,Supreme Elite&trade; XP3&trade;
Winchester,0.308,150,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.308,150,Supreme&trade; E-Tip
Winchester,0.308,165,Super-X&trade; Pointed Soft Point
Winchester,0.308,168,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.308,168,Supreme&trade; Hollow Point Boattail
Winchester,0.308,170,Super-X&trade; Power-Point&trade;
Winchester,0.308,170,Super-X&trade; Silvertip&trade; (.30-30)
Winchester,0.308,180,Super-X&trade; Power-Point&trade; (300 Win Mag)
Winchester,0.308,180,Super-X&trade; Power-Point&trade; (308 Win)
Winchester,0.308,180,Super-X&trade; Silvertip&trade;
Winchester,0.308,180,Supreme&trade; AccuBond&trade; CT&trade;
Winchester,0.308,180,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.308,180,Supreme&trade; E-Tip
Winchester,0.309,60,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.309,71,USA Full Metal Jacket
Winchester,0.309,93,Super-X&trade; Full Metal Jacket
Winchester,0.312,85,Super-X&trade; Lead Round Nose
Winchester,0.312,98,Super-X&trade; Lead Round Nose
Winchester,0.312,100,Super-X&trade; Lead
Winchester,0.321,170,Super-X&trade; Power-Point&trade;
Winchester,0.323,180,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.323,200,Supreme Elite&trade; XP3&trade;
Winchester,0.323,200,Supreme&trade; AccuBond&trade; CT&trade;
Winchester,0.323,220,Super-X&trade; Power-Point&trade;
Winchester,0.338,200,Super-X&trade; Power-Point&trade;
Winchester,0.338,200,Supreme&trade; Ballistic Silvertip&trade;
Winchester,0.338,225,Supreme&trade; AccuBond&trade; CT&trade;
Winchester,0.348,200,Super-X&trade; Silvertip&trade;
Winchester,0.355,85,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.355,95,Supreme&trade; T-Series
Winchester,0.355,95,USA Full Metal Jacket
Winchester,0.355,95,WinClean&trade; Brass Enclosed Base
Winchester,0.355,105,Super Clean NT&trade; (Tin)
Winchester,0.355,115,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.355,115,USA Full Metal Jacket
Winchester,0.355,115,USA Jacketed Hollow Point
Winchester,0.355,115,WinClean&trade; Brass Enclosed Base
Winchester,0.355,124,USA Full Metal Jacket
Winchester,0.355,124,USA Jacketed Soft Point
Winchester,0.355,124,WinClean&trade; Brass Enclosed Base
Winchester,0.355,125,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.355,125,USA Full Metal Jacket - Flat Nose
Winchester,0.355,125,USA Jacketed Hollow Point
Winchester,0.355,125,WinClean&trade; Brass Enclosed Base
Winchester,0.355,145,Full Metal Jacket
Winchester,0.355,147,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.355,147,Supreme&trade; T-Series
Winchester,0.355,147,USA Full Metal Jacket - Flat Nose
Winchester,0.355,147,USA Jacketed Hollow Point
Winchester,0.355,147,WinClean&trade; Brass Enclosed Base
Winchester,0.355,150,Copper Extreme Point
Winchester,0.355,150,Extreme Point
Winchester,0.355,160,Defender
Winchester,0.355,180,Power Point
Winchester,0.355,255,Super Suppressed Open Tip
Winchester,0.357,110,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.357,110,USA Jacketed Hollow Point
Winchester,0.357,125,Super-X&trade; Jacketed Hollow Point
Winchester,0.357,125,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.357,125,USA Jacketed Hollow Point
Winchester,0.357,125,USA Jacketed Soft Point
Winchester,0.357,125,WinClean&trade; Jacketed Soft Point
Winchester,0.357,130,Supreme&trade; T-Series
Winchester,0.357,130,USA Full Metal Jacket
Winchester,0.357,145,Super-X&trade; Lead Round Nose
Winchester,0.357,145,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.357,148,Super-X&trade; Match
Winchester,0.357,150,USA Lead
Winchester,0.357,158,Cowboy Loads Lead
Winchester,0.357,158,Super-X&trade; Jacketed Hollow Point
Winchester,0.357,158,Super-X&trade; Jacketed Soft Point
Winchester,0.357,158,Super-X&trade; Lead Round Nose
Winchester,0.357,158,Super-X&trade; Lead Semi-Wad Cutter
Winchester,0.357,158,Super-X&trade; Lead Semi-Wad Cutter HP
Winchester,0.357,180,Supreme&trade; Partition Gold&trade;
Winchester,0.358,200,Super-X&trade; Power-Point&trade;
Winchester,0.358,200,Super-X&trade; Silvertip&trade;
Winchester,0.375,200,Super-X&trade; Power-Point&trade;
Winchester,0.400,140,Super Clean NT&trade; (Tin)
Winchester,0.400,155,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.400,165,Supreme&trade; T-Series
Winchester,0.400,165,USA Full Metal Jacket - Flat Nose
Winchester,0.400,165,WinClean&trade; Brass Enclosed Base
Winchester,0.400,175,Super-X&trade; Silvertip&reg; Hollow Point
Winchester,0.400,180,Supreme&trade; T-Series
Winchester,0.400,180,USA Full Metal Jacket
Winchester,0.400,180,USA Jacketed Hollow Point
Winchester,0.400,180,WinClean&trade; Brass Enclosed Base
Winchester,0.401,180,Super-X&trade; Soft Point
Winchester,0.401,255,Super-X&trade; Soft Point
Winchester,0.410,175,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.410,240,Supreme&trade; Platinum Tip Hollow Point
Winchester,0.411,300,Super-X&trade; Flat Point
Winchester,0.421,210,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.421,240,Super-X&trade; Hollow Soft Point
Winchester,0.427,200,Super-X&trade; Soft Point
Winchester,0.427,225,Cowboy Loads Lead
Winchester,0.429,200,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.429,210,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.429,240,Super-X&trade; Hollow Soft Point
Winchester,0.429,240,USA Jacketed Soft Point
Winchester,0.429,246,Super-X&trade; Lead Round Nose
Winchester,0.429,250,Supreme&trade; Partition Gold&trade;
Winchester,0.429,250,Supreme&trade; Platinum Tip Hollow Point
Winchester,0.451,185,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.451,185,USA Full Metal Jacket - Flat Nose
Winchester,0.451,185,WinClean&trade; Brass Enclosed Base
Winchester,0.451,230,Supreme&trade; T-Series
Winchester,0.451,230,USA Full Metal Jacket
Winchester,0.451,230,USA Jacketed Hollow Point
Winchester,0.451,230,WinClean&trade; Brass Enclosed Base
Winchester,0.451,255,Super-X&trade; Lead Round Nose
Winchester,0.452,250,Super-X&trade; Jacketed Hollow Point
Winchester,0.452,260,Super-X&trade; Jacketed Hollow Point
Winchester,0.452,260,Supreme&trade; Partition Gold&trade;
Winchester,0.452,260,Supreme&trade; Platinum Tip Hollow Point
Winchester,0.454,225,Super-X&trade; Silvertip&trade; Hollow Point
Winchester,0.454,250,Cowboy Loads Lead
Winchester,0.458,300,Super-X&trade; JHP
Winchester,0.458,300,Supreme&trade; Partition Gold&trade;
Winchester,0.458,510,Super-X&trade; Soft Point
Woodleigh,0.264,140,PP SN
Woodleigh,0.264,160,PP SN
Woodleigh,0.277,130,PP SN
Woodleigh,0.277,150,PP SN
Woodleigh,0.284,140,PP SN
Woodleigh,0.284,160,PP SN
Woodleigh,0.284,175,PP SN
Woodleigh,0.287,160,PP SN
Woodleigh,0.287,175,PP SN
Woodleigh,0.308,130,PP SN
Woodleigh,0.308,150,PP SN
Woodleigh,0.308,165,PP SN
Woodleigh,0.308,180,FN SN
Woodleigh,0.308,180,PP SN
Woodleigh,0.308,180,PP SN (300 Win Mag)
Woodleigh,0.308,200,PP SN (300 Win Mag)
Woodleigh,0.308,220,FMJ
Woodleigh,0.308,220,PP SN
Woodleigh,0.308,240,PP SN
Woodleigh,0.312,174,PP SN
Woodleigh,0.312,215,RN SN
Woodleigh,0.318,200,RN SN (8x57l)
Woodleigh,0.323,196,RN SN
Woodleigh,0.323,200,PN SN (325 Win)
Woodleigh,0.323,220,PN SN (325 Win)
Woodleigh,0.323,220,RN SN
Woodleigh,0.323,250,RN SN
Woodleigh,0.330,250,FMJ (318 Westly Rich.)
Woodleigh,0.330,250,RN SN (318 Westly Rich.)
Woodleigh,0.333,250,RN SN (333 Jeffery)
Woodleigh,0.333,300,FMJ (333 Jeffery)
Woodleigh,0.333,300,RN SN (333 Jeffery)
Woodleigh,0.338,225,PP SN
Woodleigh,0.338,250,FMJ
Woodleigh,0.338,250,PP SN
Woodleigh,0.338,250,RN SN
Woodleigh,0.338,300,FMJ
Woodleigh,0.338,300,RN SN
Woodleigh,0.358,225,FMJ
Woodleigh,0.358,225,RN SN
Woodleigh,0.358,250,RN SN
Woodleigh,0.358,310,RN SN
Woodleigh,0.366,250,PP SN
Woodleigh,0.366,250,RN SN
Woodleigh,0.366,286,FMJ
Woodleigh,0.366,286,PP SN
Woodleigh,0.366,286,RN SN
Woodleigh,0.366,320,FMJ
Woodleigh,0.366,320,PP SN
Woodleigh,0.366,320,RN SN
Woodleigh,0.375,235,PP SN
Woodleigh,0.375,270,PP SN
Woodleigh,0.375,270,RN SN
Woodleigh,0.375,300,FMJ
Woodleigh,0.375,300,PP SN
Woodleigh,0.375,300,RN SN
Woodleigh,0.375,350,FMJ
Woodleigh,0.375,350,PP SN
Woodleigh,0.375,350,RN SN
Woodleigh,0.405,230,RN SN (400 Purdey)
Woodleigh,0.408,400,FMJ
Woodleigh,0.408,400,RN SN
Woodleigh,0.410,400,FMJ (450/400 &amp; Ruger)
Woodleigh,0.410,400,RN SN (450/400 3&quot; Ruger)
Woodleigh,0.411,400,RN SN (450/400 Nitro)
Woodleigh,0.412,300,RN SN (405 Winchester)
Woodleigh,0.416,340,PP SN (416 Rigby)
Woodleigh,0.416,400,RN SN (416 Remington)
Woodleigh,0.416,410,FMJ (416 Rigby)
Woodleigh,0.416,410,RN SN (416 Rigby)
Woodleigh,0.416,450,FMJ (416 Rigby)
Woodleigh,0.416,450,RN SN (416 Rigby)
Woodleigh,0.423,347,FMJ (10.75 x 68mm)
Woodleigh,0.423,347,RN SN (10.75 x 68mm)
Woodleigh,0.423,350,RN SN (404 Jeffery)
Woodleigh,0.423,400,FMJ (404 Jeffery)
Woodleigh,0.423,400,RN SN (404 Jeffery)
Woodleigh,0.423,450,FMJ (404 Jeffery)
Woodleigh,0.423,450,RN SN (404 Jeffery)
Woodleigh,0.435,410,FMJ (425 Westly Rich.)
Woodleigh,0.435,410,RN SN (425 Westly Rich.)
Woodleigh,0.440,401,RN SN (11.2 Schuler)
Woodleigh,0.458,350,RN SN (450 BPE)
Woodleigh,0.458,400,PP SN (458 Mag)
Woodleigh,0.458,405,Flat Nose SN (45/70)
Woodleigh,0.458,480,RN SN (450 Nitro)
Woodleigh,0.458,500,FMJ (458 Mag)
Woodleigh,0.458,500,PP (458 Mag)
Woodleigh,0.458,500,RN SN (458 Mag)
Woodleigh,0.458,550,FMJ (458 Mag)
Woodleigh,0.458,550,RN SN (458 Mag)
Woodleigh,0.468,480,FMJ (465 Nitro)
Woodleigh,0.468,480,RN SN (465 Nitro)
Woodleigh,0.474,500,FMJ (470 Nitro)
Woodleigh,0.474,500,RN SN (470 Nitro)
Woodleigh,0.476,520,FMJ (476 Westley Rich.)
Woodleigh,0.476,520,RN SN (476 Westley Rich.)
Woodleigh,0.483,480,FMJ (475 No. 2)
Woodleigh,0.483,480,RN SN (475 No. 2)
Woodleigh,0.488,500,FMJ (475 No. 2 Jeffery)
Woodleigh,0.488,500,RN SN (475 No. 2 Jeffery)
Woodleigh,0.500,400,FN SN (500 S&amp;W Mag)
Woodleigh,0.505,525,FMJ (505 Gibbs)
Woodleigh,0.505,525,RN SN (505 Gibbs)
Woodleigh,0.505,600,FMJ (505 Gibbs)
Woodleigh,0.505,600,PP SN (505 Gibbs)
Woodleigh,0.510,440,RN SN (500 BP)
Woodleigh,0.510,450,RN SN (500 Nitro)
Woodleigh,0.510,500,FN SN (50 Alaskan &amp; 50/110 Win)
Woodleigh,0.510,535,FMJ (500 Jeffery)
Woodleigh,0.510,535,PP SN (500 Jeffery)
Woodleigh,0.510,535,RN SN (500 Jeffery)
Woodleigh,0.510,570,FMJ (500 Nitro)
Woodleigh,0.510,570,RN SN (500 Nitro)
Woodleigh,0.510,600,FMJ (500 Jeffery)
Woodleigh,0.510,600,PP SN (500 Jeffery)
Woodleigh,0.584,650,FMJ (577 Nitro)
Woodleigh,0.584,750,FMJ (577 Nitro)
Woodleigh,0.585,650,RN SN (577 BP Express)
Woodleigh,0.585,650,RN SN (577 Nitro)
Woodleigh,0.585,750,RN SN (577 Nitro)
Woodleigh,0.620,900,FMJ (600 Nitro)
Woodleigh,0.620,900,RN SN (600 Nitro)
Woodleigh,0.700,1000,FMJ (700 Nitro)
Woodleigh,0.700,1000,RN SN (700 Nitro)
