manufacturer,caliber_inches,weight_gr,bullet_name
Prvi Partizan,0.308,175,Full Metal Jacket Boat Tail (B-366)
Prvi Partizan,0.308,175,Full Metal Jacket Boat Tail (B-449)
Prvi Partizan,0.308,175,Full Metal Jacket Boat Tail (B-500)
Prvi Partizan,0.308,175,Hollow Point Boat Tail (B-592)
Prvi Partizan,0.308,175,Hollow Point Boat Tail (B-593)
Prvi Partizan,0.308,180,Soft Point (B-066)
Prvi Partizan,0.308,190,Hollow Point Boat Tail (B-367)
Prvi Partizan,0.308,190,Hollow Point Boat Tail (B-497)
Prvi Partizan,0.310,123,Full Metal Jacket (B-074)
Prvi Partizan,0.310,123,Pointed Soft Point (B-210)
Prvi Partizan,0.310,123,Soft Point Round Nose (B-030)
Prvi Partizan,0.311,150,Full Metal Jacket Boat Tail (B-219)
Prvi Partizan,0.311,150,Soft Point Boat Tail (B-382)
Prvi Partizan,0.311,170,Full Metal Jacket Boat Tail (B-437)
Prvi Partizan,0.311,174,Full Metal Jacket Boat Tail (B-143)
Prvi Partizan,0.311,180,Soft Point Boat Tail (B-125)
Prvi Partizan,0.311,182,Full Metal Jacket Boat Tail (B-169)
Prvi Partizan,0.311,182,Full Metal Jacket Boat Tail (B-529)
Prvi Partizan,0.311,190,Full Metal Jacket Boat Tail (B-006)
Prvi Partizan,0.313,98,Lead Round Nose (B-081)
Prvi Partizan,0.313,98,Wadcutter (B-298)
Prvi Partizan,0.322,139,Soft Point (B-462)
Prvi Partizan,0.322,175,Hollow Point Boat Tail (B-350)
Prvi Partizan,0.322,198,Full Metal Jacket Boat Tail (B-022)
Prvi Partizan,0.322,198,Full Metal Jacket Boat Tail (B-348)
Prvi Partizan,0.322,200,Full Metal Jacket Boat Tail (B-541)
Prvi Partizan,0.322,200,Full Metal Jacket Boat Tail (B-564)
Prvi Partizan,0.323,124,Full Metal Jacket Boat Tail (B-424)
Prvi Partizan,0.323,139,Soft Point (B-162)
Prvi Partizan,0.323,175,Pointed Soft Point Boat Tail (B-349)
Prvi Partizan,0.323,196,Soft Point (B-128)
Prvi Partizan,0.323,196,Soft Point (B-459)
Prvi Partizan,0.323,198,Full Metal Jacket Boat Tail (B-001)
Prvi Partizan,0.323,250,Full Metal Jacket Boat Tail (B-471)
Prvi Partizan,0.323,250,Full Metal Jacket Boat Tail (B-498)
Prvi Partizan,0.327,200,Full Metal Jacket Boat Tail (B-417)
Prvi Partizan,0.330,208,Full Metal Jacket Boat Tail (B-384)
Prvi Partizan,0.330,208,Soft Point (B-561)
Prvi Partizan,0.338,250,Full Metal Jacket Boat Tail (B-421)
Prvi Partizan,0.338,250,Full Metal Jacket Boat Tail (B-583)
Prvi Partizan,0.338,250,Hollow Point Boat Tail (B-423)
Prvi Partizan,0.355,94,Jacketed Hollow Point (B-145)
Prvi Partizan,0.355,95,Full Metal Jacket (B-398)
Prvi Partizan,0.355,115,Full Metal Jacket (B-112)
Prvi Partizan,0.355,115,Jacketed Hollow Point (B-101)
Prvi Partizan,0.355,124,Full Metal Jacket (B-013)
Prvi Partizan,0.355,124,Jacketed Hollow Point (B-171)
Prvi Partizan,0.355,125,Flat Point Jacket (B-191)
Prvi Partizan,0.355,125,Flat Point Jacket (B-446)
Prvi Partizan,0.355,130,Full Metal Jacket (B-354)
Prvi Partizan,0.355,130,Semi Jacketed Soft Point (B-329)
Prvi Partizan,0.355,147,Full Metal Jacket (B-166)
Prvi Partizan,0.355,147,Jacketed Hollow Point (B-163)
Prvi Partizan,0.355,158,Full Metal Jacket (B-457)
Prvi Partizan,0.356,94,Full Metal Jacket (B-014)
Prvi Partizan,0.356,124,Lead Round Nose (B-192)
Prvi Partizan,0.356,130,Full Metal Jacket (B-614)
Prvi Partizan,0.356,158,Flat Point Jacket (B-339)
Prvi Partizan,0.356,158,Full Metal Spitz (B-111)
Prvi Partizan,0.356,158,Semi Jacketed Flat Point (B-338)
Prvi Partizan,0.356,158,Semi Jacketed Hollow Point (B-135)
Prvi Partizan,0.358,145,Lead Round Nose (B-089)
Prvi Partizan,0.358,148,Wadcutter (B-053)
Prvi Partizan,0.358,158,Lead Round Nose (B-017)
Prvi Partizan,0.358,158,Semi Wadcutter (B-140)
Prvi Partizan,0.358,158,Semi Wadcutter (B-326)
Prvi Partizan,0.358,158,Semi Wadcutter Hollow Point (B-136)
Prvi Partizan,0.359,108,Full Metal Jacket (B-164)
Prvi Partizan,0.364,285,Soft Point (B-330)
Prvi Partizan,0.365,93,Full Metal Jacket (B-102)
Prvi Partizan,0.365,95,Jacketed Hollow Point (B-172)
Prvi Partizan,0.365,250,Solid Hollow Point (B-633)
Prvi Partizan,0.375,270,Solid Hollow Point (B-631)
Prvi Partizan,0.375,300,Flat Point Jacketed (B-444)
Prvi Partizan,0.375,300,Full Metal Jacket Round Nose (B-265)
Prvi Partizan,0.375,300,Soft Point (B-267)
Prvi Partizan,0.400,165,Flat Point Jacket (B-614)
Prvi Partizan,0.400,170,Flat Point Jacket (B-361)
Prvi Partizan,0.400,180,Jacketed Hollow Point (B-196)
Prvi Partizan,0.400,190,Flat Point Jacket (B-195)
Prvi Partizan,0.412,230,Lead Round Nose (B-202)
Prvi Partizan,0.429,180,Flat Point Jacket (B-221)
Prvi Partizan,0.429,180,Jacketed Hollow Point (B-154)
Prvi Partizan,0.429,240,Flat Point Jacket (B-222)
Prvi Partizan,0.429,240,Jacketed Hollow Point (B-156)
Prvi Partizan,0.429,240,Semi Jacketed Flat Point (B-359)
Prvi Partizan,0.429,240,Semi Jacketed Hollow Point (B-580)
Prvi Partizan,0.429,300,Semi Jacketed Flat Point (B-320)
Prvi Partizan,0.450,185,Semi Jacketed Flat Point (B-181)
Prvi Partizan,0.450,200,Flat Point Jacket (B-214)
Prvi Partizan,0.450,230,Full Metal Jacket (B-180)
Prvi Partizan,0.458,405,SJ Flat Point (B-448)
Prvi Partizan,0.510,725,Solid (B-429)
RWS,0.223,28,Short R25
RWS,0.223,40,Long Rifle High Velocity Hollow Point
RWS,0.223,40,Long Rifle Match
RWS,0.223,40,Long Rifle R100
RWS,0.223,40,Long Rifle R50
RWS,0.223,40,Long Rifle Subsonic Hollow Point
RWS,0.223,40,Long Rifle Target Rifle
RWS,0.224,52,Target Elite Plus
RWS,0.224,69,Target Elite Plus
RWS,0.224,77,Target Elite Plus
RWS,0.264,130,Target Elite Plus
RWS,0.264,143,Target Elite Plus
RWS,0.308,154,Target Elite Plus
RWS,0.308,168,Target Elite Plus
RWS,0.308,175,Target Elite Plus
RWS,0.308,190,Target Elite Plus
RWS,0.308,190,Target Elite Plus (G7)
RWS,0.338,250,Target Elite Plus
Remington,0.223,29,Short Solid
Remington,0.223,33,Long Rifle Yellow Jacket HP
Remington,0.223,33,WMR Premier V-Max Boattail
Remington,0.223,36,Long Rifle Cyclone Hollow Point
Remington,0.223,36,Long Rifle Hollow Point
Remington,0.223,36,Long Rifle Viper Solid
Remington,0.223,38,Long Rifle Subsonic HP
Remington,0.223,40,Long Rifle Solid
Remington,0.223,40,Long Rifle Target Solid
Remington,0.223,40,Long Rifle Thunderbolt Solid
Remington,0.223,40,WMR Jacketed Hollow Point
Remington,0.223,40,WMR Pointed Soft Point Solid
Remington,0.308,180,Soft Point Core-Lokt&trade;
Remington/Eley,0.223,40,Club Extra
Remington/Eley,0.223,40,Match EPS
Remington/Eley,0.223,40,Target Rifle
Rocky Mountain Bullets,0.338,225,RBTAL Match/Hunting
Rocky Mountain Bullets,0.338,250,RBTAL Match/Hunting
Rocky Mountain Bullets,0.338,275,RBTAL Match/Hunting
Rocky Mountain Bullets,0.338,300,RBTAL Match/Hunting
Rocky Mountain Bullets,0.338,325,RBTAL Match/Hunting
Rocky Mountain Bullets,0.338,325,RBTAL Match/Hunting (Litz)
Rocky Mountain Bullets,0.375,370,RBTAL Match/Hunting
Rocky Mountain Bullets,0.408,420,RBTAL Match/Hunting
Rocky Mountain Bullets,0.408,420,RBTAL Match/Target
Rocky Mountain Bullets,0.416,450,RBTAL Match/Hunting
Rocky Mountain Bullets,0.510,750,RBTAL Match/Hunting
Sako,0.224,50,Arrowhead
Sako,0.224,50,Gamehead
Sako,0.224,50,Powerhead II
Sako,0.224,50,Speedhead
Sako,0.224,55,Gamehead
Sako,0.243,80,Powerhead II
Sako,0.243,90,Gamehead
Sako,0.243,90,Speedhead
Sako,0.243,100,Deerhead
Sako,0.243,100,Gamehead
Sako,0.257,117,Gamehead
Sako,0.264,100,Speedhead
Sako,0.264,120,Powerhead II
Sako,0.264,156,Deerhead
Sako,0.277,130,Powerhead
Sako,0.277,156,Hammerhead
Sako,0.284,78,Gamehead
Sako,0.284,78,Speedhead
Sako,0.284,140,Arrowhead
Sako,0.284,140,Gamehead
Sako,0.284,150,Arrowhead II
Sako,0.284,150,Gamehead
Sako,0.284,150,Powerhead II
Sako,0.284,160,Powerhead II
Sako,0.284,170,Hammerhead
Sako,0.308,120,Gamehead
Sako,0.308,123,Gamehead
Sako,0.308,123,Speedhead
Sako,0.308,150,Gamehead
Sako,0.308,150,Super Hammerhead
Sako,0.308,165,Powerhead
Sako,0.308,168,Powerhead II
Sako,0.308,175,Racehead OTM
Sako,0.308,180,Arrowhead II
Sako,0.308,180,Hammerhead
Sako,0.308,180,Powerhead
Sako,0.308,180,Powerhead II
Sako,0.308,180,Super Hammerhead
Sako,0.308,200,Hammerhead
Sako,0.308,220,Hammerhead
Sako,0.312,117,Gamehead
Sako,0.312,123,Speedhead
Sako,0.323,175,Gamehead
Sako,0.323,200,Hammerhead
Sako,0.338,250,Hammerhead
Sako,0.338,275,Twinhead II
Sako,0.338,300,Racehead OTM
Sako,0.366,231,Speedhead
Sako,0.366,250,Arrowhead
Sako,0.366,250,Dangerous Game Solid
Sako,0.366,250,Powerhead
Sako,0.366,264,Gamehead
Sako,0.366,286,Hammerhead
Sako,0.366,286,Powerhead
Sako,0.375,270,Dangerous Game Solid
Sako,0.375,270,Powerhead
Sako,0.375,300,Twinhead II
Sako,0.416,400,Dangerous Game Solid
Sako,0.416,400,Twinhead II
Sako,0.458,450,Dangerous Game Solid
Sako,0.458,450,Twinhead II
Sako,0.510,535,Dangerous Game Solid
Sako,0.510,535,Twinhead II
Sellier and Bellot,0.223,28,Short
Sellier and Bellot,0.223,36,Long Rifle High Velocity
Sellier and Bellot,0.223,38,Long Rifle High Velocity Hollow Point
Sellier and Bellot,0.223,40,Long Rifle SB Standard
Sellier and Bellot,0.224,45,Soft Point
Sellier and Bellot,0.224,50,Full Metal Jacket
Sellier and Bellot,0.224,50,Soft Point
Sellier and Bellot,0.224,55,Full Metal Jacket
Sellier and Bellot,0.224,55,Soft Point
Sellier and Bellot,0.228,70,Full Metal Jacket
Sellier and Bellot,0.228,70,Soft Point
Sellier and Bellot,0.243,100,Soft Point
Sellier and Bellot,0.257,117,Soft Point
Sellier and Bellot,0.264,131,Soft Point
Sellier and Bellot,0.264,140,Full Metal Jacket
Sellier and Bellot,0.264,140,Soft Point
Sellier and Bellot,0.277,150,Soft Point
Sellier and Bellot,0.284,173,Soft Point CE
Sellier and Bellot,0.308,110,Full Metal Jacket
Sellier and Bellot,0.308,147,Full Metal Jacket
Sellier and Bellot,0.308,150,Soft Point
Sellier and Bellot,0.308,150,Soft Point CE
Sellier and Bellot,0.308,180,Full Metal Jacket
Sellier and Bellot,0.308,180,Soft Point
Sellier and Bellot,0.308,180,Soft Point CE
Sellier and Bellot,0.311,123,Full Metal Jacket
Sellier and Bellot,0.311,123,Soft Point
Sellier and Bellot,0.311,150,Soft Point
Sellier and Bellot,0.311,180,Full Metal Jacket
Sellier and Bellot,0.311,180,Soft Point
Sellier and Bellot,0.318,196,Soft Point
Sellier and Bellot,0.323,196,Full Metal Jacket
Sellier and Bellot,0.323,196,Soft Point CE
Sellier and Bellot,0.338,250,Boattail Hollow Point Match
Sellier and Bellot,0.338,300,Boattail Hollow Point Match
Sellier and Bellot,0.366,193,Soft Point
Sellier and Bellot,0.366,285,Soft Point
Sierra,0.200,32,BlitzKing&trade;
Sierra,0.200,39,BlitzKing&trade;
Sierra,0.223,40,Hornet (Varminter)
Sierra,0.223,45,Hornet (Varminter)
Sierra,0.224,40,BlitzKing&trade;
Sierra,0.224,40,Hollow Point (Varminter)
Sierra,0.224,40,Hornet (Varminter)
Sierra,0.224,45,Hornet (Varminter)
Sierra,0.224,45,Semi-Point (Varminter)
Sierra,0.224,45,Spitzer (Varminter)
Sierra,0.224,50,Blitz (Varminter)
Sierra,0.224,50,BlitzKing&trade;
Sierra,0.224,50,Semi-Point (Varminter)
Sierra,0.224,50,Spitzer (Varminter)
Sierra,0.224,52,HPBT MatchKing&trade;
Sierra,0.224,52,HPBT MatchKing&trade; (Litz)
Sierra,0.224,53,HP MatchKing&trade;
Sierra,0.224,55,Blitz (Varminter)
Sierra,0.224,55,BlitzKing&trade;
Sierra,0.224,55,FMJBT (Litz)
Sierra,0.224,55,Full Metal Jacket Boattail (GameKing)
Sierra,0.224,55,HPBT (GameKing)
Sierra,0.224,55,Semi-Point (Varminter)
Sierra,0.224,55,Spitzer (Varminter)
Sierra,0.224,55,Spitzer Boattail (GameKing)
Sierra,0.224,60,Hollow Point (Varminter)
Sierra,0.224,60,Tipped MatchKing&trade;
Sierra,0.224,63,Semi-Point (Varminter)
Sierra,0.224,64,Tipped GameKing&trade;
Sierra,0.224,65,Spitzer Boattail (GameKing)
Sierra,0.224,65,Spitzer Boattail (GameKing) (Litz)
Sierra,0.224,69,HPBT MatchKing&trade;
Sierra,0.224,69,MatchKing&trade; (Litz)
Sierra,0.224,69,Tipped MatchKing&trade;
Sierra,0.224,69,Tipped MatchKing&trade; (Litz)
Sierra,0.224,77,HPBT MatchKing&trade;
Sierra,0.224,77,HPBT MatchKing&trade; Cannelured
Sierra,0.224,77,MatchKing&trade; (Litz)
Sierra,0.224,77,Tipped MatchKing&trade;
Sierra,0.224,80,HPBT MatchKing&trade;
Sierra,0.224,80,MatchKing&trade; (Litz)
Sierra,0.224,90,HPBT MatchKing&trade;
Sierra,0.224,90,MatchKing&trade; (Litz)
Sierra,0.224,95,HPBT MatchKing&trade;
Sierra,0.243,55,BlitzKing&trade;
Sierra,0.243,60,Hollow Point (Varminter)
Sierra,0.243,70,BlitzKing&trade;
Sierra,0.243,70,HPBT MatchKing&trade;
Sierra,0.243,70,MatchKing&trade; (Litz)
Sierra,0.243,75,Hollow Point (Varminter)
Sierra,0.243,80,Blitz (Litz)
Sierra,0.243,80,Spitzer Boattail Blitz (Varminter)
Sierra,0.243,80,Spitzer Single Shot Pistol (Pro-Hunter)
Sierra,0.243,85,HPBT (GameKing)
Sierra,0.243,85,Spitzer (Varminter)
Sierra,0.243,90,Full Metal Jacket Boattail (GameKing)
Sierra,0.243,90,Tipped GameChanger
Sierra,0.243,95,HPBT MatchKing&trade;
Sierra,0.243,95,MatchKing&trade; (Litz)
Sierra,0.243,95,Tipped MatchKing&trade;
Sierra,0.243,100,Semi-Point
Sierra,0.243,100,Spitzer (Pro-Hunter)
Sierra,0.243,100,Spitzer (Pro-Hunter) (Litz)
Sierra,0.243,100,Spitzer Boattail (GameKing)
Sierra,0.243,100,Tipped GameKing&trade;
Sierra,0.243,107,HPBT MatchKing&trade;
Sierra,0.243,107,MatchKing&trade; (Litz)
Sierra,0.243,110,MatchKing&trade;
Sierra,0.251,50,Full Metal Jacket (Tournament Master)
Sierra,0.257,70,BlitzKing&trade;
Sierra,0.257,70,BlitzKing&trade; (Litz)
Sierra,0.257,75,Hollow Point (Varminter)
Sierra,0.257,87,Spitzer (Varminter)
Sierra,0.257,90,BlitzKing&trade;
Sierra,0.257,90,HPBT (GameKing)
Sierra,0.257,100,HPBT MatchKing&trade;
Sierra,0.257,100,MatchKing&trade; (Litz)
Sierra,0.257,100,Spitzer (Pro-Hunter)
Sierra,0.257,100,Spitzer Boattail (GameKing)
Sierra,0.257,110,Tipped GameKing&trade;
Sierra,0.257,117,Pro Hunter (Litz)
Sierra,0.257,117,Spitzer (Pro-Hunter)
Sierra,0.257,117,Spitzer Boattail (GameKing)
Sierra,0.257,120,HPBT (GameKing)
Sierra,0.264,85,Hollow Point (Varminter)
Sierra,0.264,100,Hollow Point (Varminter)
Sierra,0.264,107,HPBT MatchKing&trade;
Sierra,0.264,107,MatchKing&trade; (Litz)
Sierra,0.264,107,Tipped MatchKing&trade;
Sierra,0.264,120,HPBT MatchKing&trade;
Sierra,0.264,120,Pro Hunter (Litz)
Sierra,0.264,120,Spitzer (Pro-Hunter)
Sierra,0.264,120,Tipped GameKing&trade;
Sierra,0.264,123,HPBT MatchKing&trade;
Sierra,0.264,123,MatchKing&trade; (Litz)
Sierra,0.264,130,Tipped GameChanger
Sierra,0.264,130,Tipped MatchKing&trade;
Sierra,0.264,140,HPBT MatchKing&trade;
Sierra,0.264,140,Spitzer Boattail (GameKing)
Sierra,0.264,142,HPBT MatchKing&trade;
Sierra,0.264,142,MatchKing&trade; (Litz)
Sierra,0.264,150,MatchKing&trade;
Sierra,0.264,155,HPBT MatchKing&trade;
Sierra,0.264,160,Semi-Point
Sierra,0.277,90,Hollow Point (Varminter)
Sierra,0.277,110,Spitzer (Pro-Hunter)
Sierra,0.277,115,HPBT MatchKing&trade;
Sierra,0.277,115,MatchKing&trade; (Litz)
Sierra,0.277,130,Spitzer (Pro-Hunter)
Sierra,0.277,130,Spitzer Boattail (GameKing)
Sierra,0.277,135,HPBT MatchKing&trade;
Sierra,0.277,135,MatchKing&trade; (Litz)
Sierra,0.277,140,HPBT (GameKing)
Sierra,0.277,140,Spitzer Boattail (GameKing)
Sierra,0.277,140,Tipped GameChanger
Sierra,0.277,150,GameKing&trade; (Litz)
Sierra,0.277,150,Spitzer Boattail (GameKing)
Sierra,0.284,100,Hollow Point (Varminter)
Sierra,0.284,120,Spitzer (Pro-Hunter)
Sierra,0.284,130,HPBT MatchKing&trade;
Sierra,0.284,130,Spitzer Single Shot Pistol
Sierra,0.284,140,Spitzer (Pro-Hunter)
Sierra,0.284,140,Spitzer Boattail (GameKing)
Sierra,0.284,140,Tipped GameKing&trade;
Sierra,0.284,150,GameKing&trade; (Litz)
Sierra,0.284,150,HPBT MatchKing&trade;
Sierra,0.284,150,Spitzer Boattail (GameKing)
Sierra,0.284,150,Tipped GameKing&trade;
Sierra,0.284,160,HPBT (GameKing)
Sierra,0.284,160,Spitzer Boattail (GameKing)
Sierra,0.284,160,Tipped MatchKing&trade;
Sierra,0.284,165,Tipped GameChanger
Sierra,0.284,165,Tipped GameKing&trade;
Sierra,0.284,168,HPBT MatchKing&trade;
Sierra,0.284,168,MatchKing&trade; (Litz)
Sierra,0.284,170,Round Nose
Sierra,0.284,175,GameKing&trade; (Litz)
Sierra,0.284,175,MatchKing&trade;
Sierra,0.284,175,MatchKing&trade; (Litz)
Sierra,0.284,175,Spitzer Boattail (GameKing)
Sierra,0.284,180,HPBT MatchKing&trade;
Sierra,0.284,183,HPBT MatchKing&trade;
Sierra,0.284,197,HPBT MatchKing&trade;
Sierra,0.308,85,Round Nose (Sports Master)
Sierra,0.308,110,Full Metal Jacket (Pro-Hunter)
Sierra,0.308,110,Hollow Point (Varminter)
Sierra,0.308,110,Round Nose (Pro-Hunter)
Sierra,0.308,125,HP/FN (Pro-Hunter)
Sierra,0.308,125,Open Tip Match (OTM);
Sierra,0.308,125,Spitzer (Pro-Hunter)
Sierra,0.308,125,Tipped MatchKing&trade;
Sierra,0.308,125,Tipped MatchKing&trade; (Litz)
Sierra,0.308,135,HP (Varminter&trade;)
Sierra,0.308,135,HPBT MatchKing&trade;
Sierra,0.308,135,Spitzer - Single Shot Pistol (Pro-Hunter)
Sierra,0.308,150,Flat Nose (Pro-Hunter)
Sierra,0.308,150,Full Metal Jacket Boattail (GameKing)
Sierra,0.308,150,HPBT MatchKing&trade;
Sierra,0.308,150,Round Nose (Pro-Hunter)
Sierra,0.308,150,Spitzer (Pro-Hunter)
Sierra,0.308,150,Spitzer Boattail (GameKing)
Sierra,0.308,155,HPBT MatchKing&trade;
Sierra,0.308,155,HPBT Palma MatchKing&trade;
Sierra,0.308,155,Palma [2155] (Litz)
Sierra,0.308,155,Palma [2156] (Litz)
Sierra,0.308,155,Tipped MatchKing&trade;
Sierra,0.308,155,Tipped MatchKing&trade; (Litz)
Sierra,0.308,165,GameKing&trade; (Litz)
Sierra,0.308,165,HPBT (GameKing)
Sierra,0.308,165,Spitzer Boattail (GameKing)
Sierra,0.308,165,Tipped GameChanger
Sierra,0.308,168,HPBT MatchKing&trade;
Sierra,0.308,168,MatchKing&trade; (Litz)
Sierra,0.308,168,Tipped MatchKing&trade;
Sierra,0.308,169,MatchKing&trade;
Sierra,0.308,170,Flat Nose (Pro-Hunter)
Sierra,0.308,175,HPBT MatchKing&trade;
Sierra,0.308,175,MatchKing&trade; (Litz)
Sierra,0.308,175,Tipped MatchKing&trade;
Sierra,0.308,175,Tipped MatchKing&trade; (Litz)
Sierra,0.308,180,GameKing&trade; (Litz)
Sierra,0.308,180,HPBT MatchKing&trade;
Sierra,0.308,180,MatchKing&trade; (Litz)
Sierra,0.308,180,Round Nose (Pro-Hunter)
Sierra,0.308,180,Spitzer (Pro-Hunter)
Sierra,0.308,180,Spitzer Boattail (GameKing)
Sierra,0.308,190,HPBT MatchKing&trade;
Sierra,0.308,190,MatchKing&trade; (Litz)
Sierra,0.308,195,Tipped MatchKing&trade;
Sierra,0.308,200,GameKing&trade; (Litz)
Sierra,0.308,200,HPBT MatchKing&trade;
Sierra,0.308,200,MatchKing&trade; (Litz)
Sierra,0.308,200,Spitzer Boattail (GameKing)
Sierra,0.308,210,HPBT MatchKing&trade;
Sierra,0.308,210,MatchKing&trade; (Litz)
Sierra,0.308,220,HPBT MatchKing&trade;
Sierra,0.308,220,MatchKing&trade; (Litz)
Sierra,0.308,220,Round Nose (Pro-Hunter)
Sierra,0.308,230,HPBT MatchKing&trade;
Sierra,0.308,240,HPBT MatchKing&trade;
Sierra,0.308,240,MatchKing&trade; (Litz)
Sierra,0.311,125,Spitzer (Pro-Hunter)
Sierra,0.311,150,Spitzer (Pro-Hunter)
Sierra,0.311,174,HPBT MatchKing&trade;
Sierra,0.311,180,Spitzer (Pro-Hunter)
Sierra,0.312,71,Full Metal Jacket
Sierra,0.312,90,Jacketed Hollow Cavity
Sierra,0.323,150,Spitzer (Pro-Hunter)
Sierra,0.323,175,Spitzer (Pro-Hunter)
Sierra,0.323,200,HPBT MatchKing&trade;
Sierra,0.323,220,Spitzer Boattail (GameKing)
Sierra,0.338,215,Spitzer Boattail (GameKing)
Sierra,0.338,250,GameKing&trade; (Litz)
Sierra,0.338,250,HPBT MatchKing&trade;
Sierra,0.338,250,MatchKing&trade; (Litz)
Sierra,0.338,250,Spitzer Boattail (GameKing)
Sierra,0.338,300,HPBT MatchKing&trade;
Sierra,0.338,300,MatchKing&trade; (Litz)
Sierra,0.355,90,Jacketed Hollow Point (Sports Master)
Sierra,0.355,95,Full Metal Jacket (Tournament Master)
Sierra,0.355,115,Full Metal Jacket (Tournament Master)
Sierra,0.355,115,Jacketed Hollow Point (Sports Master)
Sierra,0.355,125,Full Metal Jacket (Tournament Master)
Sierra,0.355,125,Jacketed Hollow Point (Sports Master)
Sierra,0.355,130,Full Metal Jacket
Sierra,0.357,110,JHC Blitz (Sports Master)
Sierra,0.357,125,Jacketed Hollow Cavity (Sports Master)
Sierra,0.357,125,Jacketed Soft Point (Sports Master)
Sierra,0.357,140,Jacketed Hollow Cavity (Sports Master)
Sierra,0.357,158,Jacketed Hollow Cavity (Sports Master)
Sierra,0.357,158,Jacketed Soft Point (Sports Master)
Sierra,0.357,170,Full Metal Jacket Match (Tournament Master)
Sierra,0.357,170,Jacketed Hollow Cavity
Sierra,0.357,180,Full Profile Jacket (FPJ) Match (Tournament Master)
Sierra,0.358,200,Round Nose (Pro-Hunter)
Sierra,0.358,225,Spitzer Boattail (GameKing)
Sierra,0.363,100,Full Profile Jacket (FPJ) Makarov (Tournament Master)
Sierra,0.375,200,Flat Nose (Pro-Hunter)
Sierra,0.375,250,Spitzer Boattail (GameKing)
Sierra,0.375,300,Spitzer Boattail (GameKing)
Sierra,0.375,300,Spitzer Boattail (GameKing) (Litz)
Sierra,0.375,350,HPBT MatchKing&trade;
Sierra,0.375,350,HPBT MatchKing&trade; (Litz)
Sierra,0.400,135,Jacketed Hollow Point (Sports Master)
Sierra,0.400,150,Jacketed Hollow Point (Sports Master)
Sierra,0.400,165,Jacketed Hollow Point (Sports Master)
Sierra,0.400,180,Jacketed Hollow Point (Sports Master)
Sierra,0.400,190,Full Profile Jacket (FPJ) (Tournament Master)
Sierra,0.410,170,Jacketed Hollow Cavity (Sports Master)
Sierra,0.410,210,Jacketed Hollow Cavity (Sports Master)
Sierra,0.429,210,Jacketed Hollow Cavity (Sports Master)
Sierra,0.429,220,Full Profile Jacket (FPJ) Match (Tournament Master)
Sierra,0.429,240,Jacketed Hollow Cavity (Sports Master)
Sierra,0.429,250,Full Profile Jacket (FPJ) Match (Tournament Master)
Sierra,0.429,300,Jacketed Soft Point (Sports Master)
Sierra,0.451,185,Full Profile Jacket (FPJ) Match (Tournament Master)
Sierra,0.451,185,Jacketed Hollow Point (Sports Master)
Sierra,0.451,200,Full Profile Jacket (FPJ) Match (Tournament Master)
Sierra,0.451,230,Full Metal Jacket Match (Tournament Master)
Sierra,0.451,230,Jacketed Hollow Point (Sports Master)
Sierra,0.451,240,Jacketed Hollow Cavity (Sports Master)
Sierra,0.451,300,Jacketed Soft Point (Sports Master)
Sierra,0.458,300,Hollow Point Flat Nose (Pro-Hunter)
Sierra,0.500,350,Jacketed Hollow Point (Sports Master)
Sierra,0.500,400,Full Profile Jacket (FPJ) (Sports Master)
Speer,0.204,32,TNT&reg; Green&trade;
Speer,0.224,30,TNT&reg; Green&trade;
Speer,0.224,33,TNT&trade; HP 22 Hornet
Speer,0.224,40,Spire SP
Speer,0.224,43,TNT&reg; Green&trade;
Speer,0.224,45,Spitzer Soft Point
Speer,0.224,46,Flat Nose SP/cann [218 Bee]
Speer,0.224,50,MHP
Speer,0.224,50,Spitzer Soft Point
Speer,0.224,50,TNT&reg; Green&trade;
Speer,0.224,50,TNT&trade; HP
Speer,0.224,52,Hollow Point
Speer,0.224,52,Hollow Point Boattail Match
Speer,0.224,52,THP Match
Speer,0.224,55,Full Metal Jacket Boattail
Speer,0.224,55,Gold Dot&trade; Rifle Component
Speer,0.224,55,Spitzer SP/cann
Speer,0.224,55,Spitzer Soft Point
Speer,0.224,55,TNT&trade; HP High Velocity
Speer,0.224,55,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.224,62,Full Metal Jacket Boattail
Speer,0.224,62,Gold Dot&trade; Rifle Component
Speer,0.224,70,Semi-Spitzer SP
Speer,0.224,75,Gold Dot&trade; Rifle Component
Speer,0.243,70,MHP
Speer,0.243,70,TNT&trade; SP
Speer,0.243,75,Soft Point
Speer,0.243,80,DeepCurl&trade; SP
Speer,0.243,80,Spitzer Soft Point
Speer,0.243,85,Spitzer BTSP
Speer,0.243,90,DeepCurl&trade; SP
Speer,0.243,90,Hot-Cor&trade;
Speer,0.243,90,Spitzer Soft Point
Speer,0.243,100,Grand Slam&trade; SP
Speer,0.243,100,Spitzer BTSP
Speer,0.243,105,Spitzer Soft Point
Speer,0.257,75,Flat Nose SP/cann [25-20 Win]
Speer,0.257,87,MHP
Speer,0.257,87,Spitzer Soft Point
Speer,0.257,87,TNT&trade; SP
Speer,0.257,100,Hollow Point
Speer,0.257,100,Spitzer BTSP
Speer,0.257,100,Spitzer SP
Speer,0.257,115,Trophy Bonded&trade; Bear Claw&trade; SP
Speer,0.257,120,DeepCurl&trade; SP
Speer,0.257,120,Grand Slam&trade; SP
